"";"Grouping";"species";"labelit";"rank";"abundance";"proportion";"plower";"pupper";"accumfreq";"logabun";"rankfreq"
"27";"Cha";"ASV_1403_Pelagomonas_calceolata";FALSE;27;61;0,4;NA;NA;98,8;1,8;75
"28";"Cha";"ASV_1164_Pelagomonadaceae_clade_C_sp.";FALSE;28;55;0,3;NA;NA;99,1;1,7;77,8
"29";"Cha";"ASV_1347_Pelagomonadaceae_clade_C_sp.";FALSE;29;47;0,3;NA;NA;99,4;1,7;80,6
"30";"Cha";"ASV_1218_Chrysophyceae_Clade-H_X_sp.";FALSE;30;31;0,2;NA;NA;99,6;1,5;83,3
"31";"Cha";"ASV_1631_Florenciellales_X_sp.";FALSE;31;28;0,2;NA;NA;99,8;1,4;86,1
"32";"Cha";"ASV_1364_Chrysophyceae_Clade-H_X_sp.";FALSE;32;20;0,1;NA;NA;99,9;1,3;88,9
"33";"Cha";"ASV_2062_Florenciellales_X_sp.";FALSE;33;9;0,1;NA;NA;99,9;1;91,7
"34";"Cha";"ASV_3447_Chrysophyceae_Clade-H_X_sp.";FALSE;34;5;0;NA;NA;100;0,7;94,4
"35";"Cha";"ASV_2990_Chrysophyceae_Clade-H_X_sp.";FALSE;35;3;0;NA;NA;100;0,5;97,2
"36";"Cha";"ASV_1295_Florenciellales_X_sp.";FALSE;36;2;0;NA;NA;100;0,3;100
"37";"Fla";"ASV_40_Pelagomonas_calceolata";TRUE;1;685;14,3;9,8;18,9;14,3;2,8;2,8
"38";"Fla";"ASV_314_Chrysophyceae_Clade-H_X_sp.";TRUE;2;459;9,6;4;15,3;23,9;2,7;5,6
"39";"Fla";"ASV_62_Pelagomonas_calceolata";TRUE;3;447;9,4;5,9;12,8;33,3;2,7;8,3
"40";"Fla";"ASV_53_Pelagomonas_calceolata";TRUE;4;439;9,2;6,4;12;42,5;2,6;11,1
"41";"Fla";"ASV_412_Paraphysomonas_imperforata";TRUE;5;262;5,5;-0,3;11,3;48;2,4;13,9
"42";"Fla";"ASV_82_Pelagomonadales_clade_B1_sp.";TRUE;6;255;5,3;2,1;8,6;53,3;2,4;16,7
"43";"Fla";"ASV_471_Chrysophyceae_Clade-H_X_sp.";TRUE;7;239;5;0,4;9,6;58,3;2,4;19,4
"44";"Fla";"ASV_535_Chrysophyceae_Clade-H_X_sp.";TRUE;8;232;4,9;1,1;8,6;63,2;2,4;22,2
"45";"Fla";"ASV_106_Pelagomonadales_clade_B1_sp.";TRUE;9;205;4,3;2,5;6,1;67,4;2,3;25
"46";"Fla";"ASV_116_Pelagomonadales_clade_B1_sp.";TRUE;10;203;4,2;2;6,5;71,7;2,3;27,8
"47";"Fla";"ASV_152_Aureococcus_anophagefferens";FALSE;11;159;3,3;1,5;5,2;75;2,2;30,6
"48";"Fla";"ASV_205_Aureococcus_anophagefferens";FALSE;12;135;2,8;1,5;4,2;77,8;2,1;33,3
"49";"Fla";"ASV_157_Pelagomonadales_clade_B1_sp.";FALSE;13;132;2,8;1,3;4,2;80,6;2,1;36,1
"50";"Fla";"ASV_193_Aureococcus_anophagefferens";FALSE;14;113;2,4;0,9;3,8;83;2,1;38,9
"51";"Fla";"ASV_298_Aureococcus_anophagefferens";FALSE;15;112;2,3;1,1;3,6;85,3;2;41,7
"52";"Fla";"ASV_502_Pelagomonadaceae_clade_D1_sp.";FALSE;16;107;2,2;-0,3;4,7;87,5;2;44,4
"53";"Fla";"ASV_668_Pelagomonadaceae_clade_C_sp.";FALSE;17;101;2,1;-0,4;4,6;89,7;2;47,2
"54";"Fla";"ASV_725_Chrysophyceae_Clade-H_X_sp.";FALSE;18;85;1,8;0,5;3,1;91,4;1,9;50
"55";"Fla";"ASV_593_Non_Assigned";FALSE;19;85;1,8;-0,2;3,8;93,2;1,9;52,8
"56";"Fla";"ASV_633_Pelagomonadaceae_clade_D1_sp.";FALSE;20;59;1,2;0;2,5;94,5;1,8;55,6
"57";"Fla";"ASV_1218_Chrysophyceae_Clade-H_X_sp.";FALSE;21;37;0,8;0,1;1,5;95,2;1,6;58,3
"58";"Fla";"ASV_642_Florenciella_parvula";FALSE;22;35;0,7;-0,7;2,2;96;1,5;61,1
"59";"Fla";"ASV_1631_Florenciellales_X_sp.";FALSE;23;33;0,7;-0,2;1,6;96,7;1,5;63,9
"60";"Fla";"ASV_1164_Pelagomonadaceae_clade_C_sp.";FALSE;24;31;0,6;-0,1;1,4;97,3;1,5;66,7
"61";"Fla";"ASV_1004_Pelagomonadaceae_clade_C_sp.";FALSE;25;30;0,6;0,1;1,1;97,9;1,5;69,4
"62";"Fla";"ASV_1347_Pelagomonadaceae_clade_C_sp.";FALSE;26;25;0,5;0,1;1;98,5;1,4;72,2
"63";"Fla";"ASV_1364_Chrysophyceae_Clade-H_X_sp.";FALSE;27;22;0,5;-0,4;1,3;98,9;1,3;75
"64";"Fla";"ASV_1092_Pelagomonas_calceolata";FALSE;28;10;0,2;-0,3;0,7;99,1;1;77,8
"65";"Fla";"ASV_835_Pelagomonas_calceolata";FALSE;29;8;0,2;-0,2;0,5;99,3;0,9;80,6
"66";"Fla";"ASV_1231_Florenciella_parvula";FALSE;30;8;0,2;-0,2;0,6;99,5;0,9;83,3
"67";"Fla";"ASV_2062_Florenciellales_X_sp.";FALSE;31;7;0,1;0;0,3;99,6;0,8;86,1
"68";"Fla";"ASV_2990_Chrysophyceae_Clade-H_X_sp.";FALSE;32;6;0,1;-0,1;0,3;99,7;0,8;88,9
"69";"Fla";"ASV_1295_Florenciellales_X_sp.";FALSE;33;6;0,1;-0,1;0,3;99,9;0,8;91,7
"70";"Fla";"ASV_1403_Pelagomonas_calceolata";FALSE;34;3;0,1;-0,1;0,2;99,9;0,5;94,4
"71";"Fla";"ASV_1091_Pelagomonas_calceolata";FALSE;35;2;0;-0,1;0,1;100;0,3;97,2
"72";"Fla";"ASV_3447_Chrysophyceae_Clade-H_X_sp.";FALSE;36;2;0;0;0,1;100;0,3;100
"73";"Hu";"ASV_40_Pelagomonas_calceolata";TRUE;1;1457;16,7;12,7;20,7;16,7;3,2;2,8
"74";"Hu";"ASV_53_Pelagomonas_calceolata";TRUE;2;1243;14,3;10,4;18,1;31;3,1;5,6
"75";"Hu";"ASV_62_Pelagomonas_calceolata";TRUE;3;1113;12,8;9,8;15,7;43,7;3;8,3
"76";"Hu";"ASV_82_Pelagomonadales_clade_B1_sp.";TRUE;4;819;9,4;6,5;12,3;53,1;2,9;11,1
"77";"Hu";"ASV_106_Pelagomonadales_clade_B1_sp.";TRUE;5;690;7,9;6;9,9;61,1;2,8;13,9
"78";"Hu";"ASV_116_Pelagomonadales_clade_B1_sp.";TRUE;6;614;7;4,8;9,3;68,1;2,8;16,7
"79";"Hu";"ASV_152_Aureococcus_anophagefferens";TRUE;7;501;5,7;3,8;7,7;73,8;2,7;19,4
"80";"Hu";"ASV_205_Aureococcus_anophagefferens";TRUE;8;457;5,2;3,1;7,4;79,1;2,7;22,2
"81";"Hu";"ASV_193_Aureococcus_anophagefferens";TRUE;9;422;4,8;3,5;6,2;83,9;2,6;25
"82";"Hu";"ASV_157_Pelagomonadales_clade_B1_sp.";TRUE;10;407;4,7;3,5;5,8;88,6;2,6;27,8
"83";"Hu";"ASV_298_Aureococcus_anophagefferens";FALSE;11;287;3,3;2,4;4,2;91,9;2,5;30,6
"84";"Hu";"ASV_412_Paraphysomonas_imperforata";FALSE;12;111;1,3;-0,8;3,3;93,2;2;33,3
"85";"Hu";"ASV_642_Florenciella_parvula";FALSE;13;82;0,9;-0,7;2,6;94,1;1,9;36,1
"86";"Hu";"ASV_471_Chrysophyceae_Clade-H_X_sp.";FALSE;14;71;0,8;-0,5;2,1;94,9;1,9;38,9
"87";"Hu";"ASV_502_Pelagomonadaceae_clade_D1_sp.";FALSE;15;62;0,7;0,2;1,2;95,6;1,8;41,7
"88";"Hu";"ASV_593_Non_Assigned";FALSE;16;54;0,6;0,3;0,9;96,2;1,7;44,4
"89";"Hu";"ASV_1295_Florenciellales_X_sp.";FALSE;17;49;0,6;-0,5;1,6;96,8;1,7;47,2
"90";"Hu";"ASV_633_Pelagomonadaceae_clade_D1_sp.";FALSE;18;45;0,5;0,2;0,8;97,3;1,7;50
"91";"Hu";"ASV_835_Pelagomonas_calceolata";FALSE;19;41;0,5;-0,3;1,2;97,8;1,6;52,8
"92";"Hu";"ASV_1231_Florenciella_parvula";FALSE;20;29;0,3;-0,2;0,9;98,1;1,5;55,6
"93";"Hu";"ASV_668_Pelagomonadaceae_clade_C_sp.";FALSE;21;28;0,3;0,1;0,6;98,5;1,4;58,3
"94";"Hu";"ASV_1004_Pelagomonadaceae_clade_C_sp.";FALSE;22;23;0,3;0,1;0,4;98,7;1,4;61,1
"95";"Hu";"ASV_1092_Pelagomonas_calceolata";FALSE;23;20;0,2;-0,2;0,6;98,9;1,3;63,9
"96";"Hu";"ASV_1164_Pelagomonadaceae_clade_C_sp.";FALSE;24;16;0,2;0;0,4;99,1;1,2;66,7
"97";"Hu";"ASV_1091_Pelagomonas_calceolata";FALSE;25;13;0,1;-0,1;0,4;99,3;1,1;69,4
"98";"Hu";"ASV_1403_Pelagomonas_calceolata";FALSE;26;10;0,1;-0,1;0,3;99,4;1;72,2
"99";"Hu";"ASV_1347_Pelagomonadaceae_clade_C_sp.";FALSE;27;9;0,1;0;0,2;99,5;1;75
"100";"Hu";"ASV_2062_Florenciellales_X_sp.";FALSE;28;8;0,1;-0,1;0,2;99,6;0,9;77,8
"101";"Hu";"ASV_1364_Chrysophyceae_Clade-H_X_sp.";FALSE;29;8;0,1;-0,1;0,2;99,7;0,9;80,6
"102";"Hu";"ASV_1631_Florenciellales_X_sp.";FALSE;30;7;0,1;-0,1;0,3;99,8;0,8;83,3
"103";"Hu";"ASV_3447_Chrysophyceae_Clade-H_X_sp.";FALSE;31;6;0,1;0;0,2;99,8;0,8;86,1
"104";"Hu";"ASV_314_Chrysophyceae_Clade-H_X_sp.";FALSE;32;6;0,1;-0,1;0,2;99,9;0,8;88,9
"105";"Hu";"ASV_535_Chrysophyceae_Clade-H_X_sp.";FALSE;33;6;0,1;-0,1;0,2;100;0,8;91,7
"106";"Hu";"ASV_725_Chrysophyceae_Clade-H_X_sp.";FALSE;34;1;0;0;0;100;0;94,4
"107";"Hu";"ASV_2990_Chrysophyceae_Clade-H_X_sp.";FALSE;35;1;0;0;0;100;0;97,2
"108";"Hu";"ASV_1218_Chrysophyceae_Clade-H_X_sp.";FALSE;36;1;0;0;0;100;0;100
"109";"Pc";"ASV_40_Pelagomonas_calceolata";TRUE;1;850;21,8;14;29,5;21,8;2,9;2,8
"110";"Pc";"ASV_53_Pelagomonas_calceolata";TRUE;2;760;19,5;12;27;41,2;2,9;5,6
"111";"Pc";"ASV_62_Pelagomonas_calceolata";TRUE;3;689;17,6;11,8;23,5;58,9;2,8;8,3
"112";"Pc";"ASV_152_Aureococcus_anophagefferens";TRUE;4;191;4,9;2,7;7,1;63,8;2,3;11,1
"113";"Pc";"ASV_82_Pelagomonadales_clade_B1_sp.";TRUE;5;154;3,9;2,9;5;67,7;2,2;13,9
"114";"Pc";"ASV_193_Aureococcus_anophagefferens";TRUE;6;150;3,8;2,1;5,6;71,6;2,2;16,7
"115";"Pc";"ASV_106_Pelagomonadales_clade_B1_sp.";TRUE;7;124;3,2;2,4;4;74,7;2,1;19,4
"116";"Pc";"ASV_116_Pelagomonadales_clade_B1_sp.";TRUE;8;123;3,2;2,5;3,8;77,9;2,1;22,2
"117";"Pc";"ASV_205_Aureococcus_anophagefferens";TRUE;9;116;3;2;4;80,9;2,1;25
"118";"Pc";"ASV_298_Aureococcus_anophagefferens";TRUE;10;97;2,5;1,6;3,4;83,4;2;27,8
"119";"Pc";"ASV_725_Chrysophyceae_Clade-H_X_sp.";FALSE;11;81;2,1;-4,3;8,5;85,4;1,9;30,6
"120";"Pc";"ASV_157_Pelagomonadales_clade_B1_sp.";FALSE;12;73;1,9;0,7;3;87,3;1,9;33,3
"121";"Pc";"ASV_314_Chrysophyceae_Clade-H_X_sp.";FALSE;13;58;1,5;-3,1;6,1;88,8;1,8;36,1
"122";"Pc";"ASV_1364_Chrysophyceae_Clade-H_X_sp.";FALSE;14;51;1,3;-2,7;5,4;90,1;1,7;38,9
"123";"Pc";"ASV_412_Paraphysomonas_imperforata";FALSE;15;40;1;-2,1;4,2;91,1;1,6;41,7
"124";"Pc";"ASV_642_Florenciella_parvula";FALSE;16;40;1;-0,7;2,7;92,1;1,6;44,4
"125";"Pc";"ASV_1218_Chrysophyceae_Clade-H_X_sp.";FALSE;17;38;1;-2;4;93,1;1,6;47,2
"126";"Pc";"ASV_535_Chrysophyceae_Clade-H_X_sp.";FALSE;18;35;0,9;-1,9;3,7;94;1,5;50
"127";"Pc";"ASV_1295_Florenciellales_X_sp.";FALSE;19;34;0,9;-0,1;1,8;94,9;1,5;52,8
"128";"Pc";"ASV_1091_Pelagomonas_calceolata";FALSE;20;29;0,7;-0,5;2;95,6;1,5;55,6
"129";"Pc";"ASV_835_Pelagomonas_calceolata";FALSE;21;25;0,6;-0,4;1,7;96,3;1,4;58,3
"130";"Pc";"ASV_1403_Pelagomonas_calceolata";FALSE;22;22;0,6;-0,6;1,7;96,8;1,3;61,1
"131";"Pc";"ASV_2062_Florenciellales_X_sp.";FALSE;23;21;0,5;-0,9;1,9;97,4;1,3;63,9
"132";"Pc";"ASV_471_Chrysophyceae_Clade-H_X_sp.";FALSE;24;20;0,5;-0,8;1,8;97,9;1,3;66,7
"133";"Pc";"ASV_668_Pelagomonadaceae_clade_C_sp.";FALSE;25;15;0,4;-0,6;1,4;98,3;1,2;69,4
"134";"Pc";"ASV_1092_Pelagomonas_calceolata";FALSE;26;15;0,4;-0,3;1;98,6;1,2;72,2
"135";"Pc";"ASV_2990_Chrysophyceae_Clade-H_X_sp.";FALSE;27;9;0,2;-0,2;0,7;98,9;1;75
"136";"Pc";"ASV_1231_Florenciella_parvula";FALSE;28;9;0,2;-0,4;0,8;99,1;1;77,8
"137";"Pc";"ASV_593_Non_Assigned";FALSE;29;8;0,2;-0,4;0,8;99,3;0,9;80,6
"138";"Pc";"ASV_502_Pelagomonadaceae_clade_D1_sp.";FALSE;30;8;0,2;-0,4;0,8;99,5;0,9;83,3
"139";"Pc";"ASV_1164_Pelagomonadaceae_clade_C_sp.";FALSE;31;7;0,2;-0,3;0,6;99,7;0,8;86,1
"140";"Pc";"ASV_1631_Florenciellales_X_sp.";FALSE;32;3;0,1;-0,2;0,3;99,8;0,5;88,9
"141";"Pc";"ASV_1004_Pelagomonadaceae_clade_C_sp.";FALSE;33;3;0,1;-0,1;0,3;99,8;0,5;91,7
"142";"Pc";"ASV_633_Pelagomonadaceae_clade_D1_sp.";FALSE;34;2;0,1;-0,1;0,2;99,9;0,3;94,4
"143";"Pc";"ASV_1347_Pelagomonadaceae_clade_C_sp.";FALSE;35;2;0,1;-0,1;0,2;99,9;0,3;97,2
"144";"Pc";"ASV_3447_Chrysophyceae_Clade-H_X_sp.";FALSE;36;2;0,1;-0,1;0,2;100;0,3;100
